clever,beam,charm,come day,cool,ease,friend,gains,great,jokes,man,mind,mouth,peak,play,prince,prize,right,rule the day,seek goal,soul,thanks to say,the guard,three,throne,wide,wins,wise,wit,year
conflicted,bad,bent,clash,cross,fear,fish,fog,hard,lies,long,man,mind,nay,oh,pain,prince,sea,seek goal,soul,strain,strife,the guard,to avoid,weak,where fear,yea
hateful,angst,bad,be destroyed,bent,black,blaze,clash,cross,death,fear,fire,fire and plagues,flame,flames and dread,flesh,foe,from ache,from night,greed,hate,heat,hurt,lies,man,mouth,rage,scold and fraud,scorn,shock,shroud,strain,stress,strife,war,where fear
jealous,all at play,angst,bad,be destroyed,bent,blaze,clash,deep,fire and plagues,flame,flash,foe,from ache,from night,greed,guile,hate,heat,hurt,lies,long,man,mind,mouth,nay,oh,prince,rage,rule the day,shame,shock,smoke,soul,steam,strain,stress,strife,throne
guilty,angst,bad,be destroyed,clash,cross,death,fear,fire,flames and dread,foe,fog,from night,frost,greed,hard,hurt,lest pluck,lies,long,mind,nay,oh,prince,rage,scold and fraud,scorn,shame,shock,strain,stress,strife,throne,to avoid,war,weak,where fear,woe,yea,to avoid,weak,woe
mad,all at play,angst,bad,be destroyed,black,clash,fear,fire,flames and dread,flesh,foe,from ache,from night,greed,hate,heat,hurt,lies,long,man,mouth,nay,oh,rage,roof,scorn,shame,smoke,steam,strain,stress,strife,war,woe
reckless,angst,be destroyed,blaze,clash,cross,death,fear,fire,fire and plagues,flames and dread,flash,flesh,flood,foe,from ache,from night,greed,guile,hard,hate,heat,hurt,lest pluck,lies,long,mind,mouth,plagues,rage,scold and fraud,scorn,shame,shock,steam,strain,stress,strife,war
regretful,angst,be destroyed,care,clash,cross,death,fear,fire,flames and dread,foe,from night,greed,hard,hurt,lies,long,mind,nay,oh,prince,rage,scorn,shame,shock,strain,stress,strife,throne,to avoid,war,weak,where fear,woe,yea,where fear,woe,yea
mournful,angst,be destroyed,bent,black,care,come day,cross,death,deep,faith and g-d,fear,fog,from ache,from night,frost,guile,hard,hurt,lamb,long,man,nay,rest,shame,shock,shroud,sleep,snow,soul,strain,stress,strife,the moon,war,weak,wheat and break,where fear,woe
faithful,beam,care,come day,come joy,deep,ease,friend,gold,grace,great,joy,kiss,lamb,love sheen,mind,morning rays,one,peace,peak,pearl,praise,prince,prize,right,soul,stork,strong,sun,the guard,the moon,throne,warmth,wins,work,yea
selfless,beam,care,come day,cool,ease,friend,glow,grace,high,joy,lamb,land,light,love,love sheen,man,mild,mind,one,peace,plain,prince,right,seek goal,soul,strong,truce,what good,wise,wit,with care,yea
in love,art,beam,bloom,care,charm,friend,glow,gold,great,hard,heat,jokes,kiss,long,love,love sheen,mind,morning rays,oh,peace,pearl,play,praise,prize,right,soul,sun,thanks to say,the moon,warmth,what good,with care,yea
steadfast,broad,care,come day,earth,ease,friend,gains,games,gold,grace,great,hard,high,long,mind,one,play,port,should be named,soul,strong,the guard,truce,what good,wind,with care,yea
arrogant,bent,broad,fame,flame,gains,games,great,greed,hard,high,lies,long,mind,oh,one,peak,port,prince,prize,right,rule the day,seek goal,should be named,soul,strain,stress,strong,throne,war,what good,white,work,yea
betrayed,angst,bad,bent,clash,cross,death,fire,fire and plagues,flames,flames and dread,flesh,from ache,from night,games,hurt,man,oh,one,ox,pain,play,prince,rage,rule the day,scorn,seek goal,shame,shock,shroud,stress,strife,throne,war
romantic,art,beam,bloom,care,charm,fruit,glow,gold,great,heat,kiss,love,love sheen,man,mind,morning rays,mouth,oh,peace,pearl,play,praise,prize,soul,sun,thanks to say,the moon,warmth,what good,wide,wine,with care,yea
heartbroken,all at play,angst,art,bad,be destroyed,cross,fire,flame,flesh,friend,from ache,from night,frost,guile,hard,hate,hurt,lies,long,man,nay,oh,pain,rage,shame,shock,smoke,strain,strife,to avoid,weak,what good,where fear,wine,woe,work
provocative,angst,art,beam,bent,blaze,bloom,charm,cool,deep,flash,flesh,from night,gains,gold,heat,kiss,lest pluck,love,love sheen,man,mouth,pearl,play,soul,steam,warmth,wine,with care
confused,angst,bad,bent,care,cross,death,fear,flames and dread,foam,fog,from ache,games,guile,hurt,lies,man,oh,play,scorn,shame,shock,shroud,sleep,strain,stress,strife,the guard,weak,where fear
ambitious,broad,care,charm,come day,earth,fame,friend,gains,games,gold,grace,great,hard,high,light,long,mind,one,peak,play,port,prince,prize,right,rule the day,seek goal,should be named,soul,strain,strong,throne,war,what good,with care,yea
immortal,air,come day,cool,ease,faith and g-d,fame,flesh,from night,gains,glow,grace,great,high,light,luck,man,mind,morning rays,oh,peak,praise,prince,prize,right,rule the day,sea,soul,strong,sun,tree,what good,wind,wins,wise,work
mistaken,angst,bad,fear,foe,fog,from night,greed,hard,hurt,lamb,lies,long,mind,nay,oh,peace,prince,rest,shame,shock,should be named,strain,stress,strife,throne,to avoid,truce,war,weak,where fear,woe,yea
erroneous,all at play,bent,broad,flash,gains,games,guile,hurt,jokes,lies,man,mind,oh,play,scorn,shame,shock,should be named,steam,strain,throne,to avoid,wide,wins
remorseful,angst,bad,care,clash,cross,death,fear,fire,flames and dread,fog,from night,greed,hard,hurt,lamb,lies,long,mind,nay,oh,rest,scorn,shame,shock,strain,stress,strife,throne,truce,war,weak,where fear,woe,yea
joyful,art,beam,bloom,care,charm,come day,come joy,cool,deep,ease,fame,field,friend,frog,fruit,gains,games,glow,gold,grace,great,high,jokes,joy,joyful,lamb,light,love,love sheen,luck,morning rays,one,peace,peak,pearl,play,pool,prize
sombre,angst,bad,be destroyed,bent,black,cross,death,deep,fear,fire,flesh,flood,fog,from ache,from night,frost,hard,hurt,long,man,nay,rest,shame,shock,shroud,sleep,soul,strain,stress,strife,the moon,war,weak,wheat and break,where fear,woe,raise,right,soul,stork,sun,thanks to say,truce,warmth,what good,white,wine,wins,with care
