humble,come day,peace,light,shame,oh,truce,peace,rest,mild,all at play,work,seek goal,thanks to say,what good,hard,should be named,with care,plain,small,lest pluck,mind,friend,yea
alarmed,angst,ash,bad,be destroyed,blaze,clash,death,fear,fire,fire and plagues,flame,flames and dread,flash,flesh,flood,foe,fog,from ache,from night,greed,hate,hurt,lies,nay,pain,rage,scold and fraud,scorn,shame,shock,shroud,smoke,steam,stress,strife,sun,to avoid,war,weak,where fear,woe
vindictive,all at play,ash,bad,be destroyed,bent,black,blaze,clash,cross,death,fear,fire,fire and plagues,flame,flames and dread,from ache,from night,gains,greed,guile,hate,heat,hurt,lies,man,pain,rage,rule the day,scold and fraud,scorn,shame,shock,shroud,strain,stress,strife,the guard,war,wit
angry,angst,ash,bad,be destroyed,bent,blaze,buck,clash,cross,fear,fire,fire and plagues,flame,flames and dread,flash,flesh,from ache,from night,greed,hate,heat,hurt,lies,man,oh,pain,rage,rule the day,scock,scold and fraud,shame,strain,stress,strife,the guard,warmth,weak,wide
anxious,all at play,angst,bad,bent,care,cross,death,fear,flames and dread,flesh,fog,from ache,from night,hurt,lies,man,oh,scorn,shame,shock,shroud,strain,stress,strife,the guard,throne,weak,where fear
defeated,all at play,angst,bad,be destroyed,bent,clash,cross,death,fire,fire and plagues,flames,flames and dread,flesh,fog,from ache,hurt,long,man,oh,one,ox,pain,play,port,prince,rage,scorn,seek goal,shame,ship,shock,shroud,stress,strife,war,weak,where fear
hopeless,angst,art,ash,bad,be destroyed,care,cross,death,deep,fear,fire and plagues,flames and dread,flesh,fog,from ache,from night,guile,hurt,lies,long,mind,oh,pain,plain,scold and fraud,scorn,shame,shock,shroud,soul,strain,stress,strife,the guard,to avoid,weak,where fear
ruthless,angst,bad,be destroyed,bent,blaze,buck,clash,cross,death,fear,fire,fire and plagues,flames and dread,flash,flesh,flood,foe,from ache,from night,frost,greed,hard,hate,heat,hurt,lies,long,man,nay,pain,prince,rage,scorn,sea,shame,shock,shroud,strain
courageous,all at play,beam,broad,care,faith and g-d,fame,gold,great,hard,high,long,man,mind,one,pearl,play,praise,prince,prize,right,rule the day,seek goal,ship,should be named,soul,strife,strong,sun,the guard,throne,what good,wide,wise,wit,with care,year,stress,strife,sun,throne,war,weak,where fear,woe,work
fearful,angst,ash,bad,be destroyed,clash,cross,fear,fire and plagues,flames and dread,flood,fog,from ache,from night,frost,hard,hurt,long,man,mind,nay,pain,prince,scorn,shame,shroud,smoke,soul,strain,stress,strife,throne,to avoid,war,weak,where fear,work
